,Display caption,Financial Row,2023-01-01 00:00:00,2023-02-01 00:00:00,2023-03-01 00:00:00,2023-04-01 00:00:00,2023-05-01 00:00:00,2023-06-01 00:00:00,2023-07-01 00:00:00,2023-08-01 00:00:00,2023-09-01 00:00:00,2023-10-01 00:00:00,2023-11-01 00:00:00,2023-12-01 00:00:00,2022-01-01 00:00:00,2022-02-01 00:00:00,2022-03-01 00:00:00,2022-04-01 00:00:00,2022-05-01 00:00:00,2022-06-01 00:00:00,2022-07-01 00:00:00,2022-08-01 00:00:00,2022-09-01 00:00:00,2022-10-01 00:00:00,2022-11-01 00:00:00,2022-12-01 00:00:00,2021-01-01 00:00:00,2021-02-01 00:00:00,2021-03-01 00:00:00,2021-04-01 00:00:00,2021-05-01 00:00:00,2021-06-01 00:00:00,2021-07-01 00:00:00,2021-08-01 00:00:00,2021-09-01 00:00:00,2021-10-01 00:00:00,2021-11-01 00:00:00,2021-12-01 00:00:00,2020-01-01 00:00:00,2020-02-01 00:00:00,2020-03-01 00:00:00,2020-04-01 00:00:00,2020-05-01 00:00:00,2020-06-01 00:00:00,2020-07-01 00:00:00,2020-08-01 00:00:00,2020-09-01 00:00:00,2020-10-01 00:00:00,2020-11-01 00:00:00,2020-12-01 00:00:00
11,Revenue,4050 - MRR: EV Chargers,36771,37138.71,35281.7745,35634.592245,37772.6677797,40794.481202076,40386.5363900552,39578.8056622541,36808.2892658963,33863.6261246246,30815.8997734084,28966.9457870039,31284.3014499642,30032.9293919657,31834.9051554836,34381.6975679223,35756.9654706392,37544.8137441711,36418.469331846,36782.6540251645,35679.1744044095,36035.9661484536,38198.1241173608,41253.9740467497,37541.1163825422,40168.9945293202,42980.8241463726,41691.3994219814,40440.657439322,38418.6245673559,37266.0658303352,34657.4412222117,36390.3132833223,39301.5383459881,38908.5229625282,37741.2672736524,40005.7433100715,39605.6858769708,38813.5721594314,42306.7936537802,42306.7936537802,40191.4539710912,37779.9667328257,35890.9683961844,36249.8780801463,37337.3744225507,40697.7381205802,38662.8512145512
12,Revenue,4100 - SLR: Data Center,1594119.80635714,1610061.00442072,1529557.95419968,1544853.53374168,1637544.74576618,1768548.32542747,1750862.8421732,1715845.58532973,1595736.39435665,1468077.48280812,1335950.50935539,1255793.47879407,1356256.95709759,1302006.67881369,1380127.07954251,1490537.24590591,1550158.73574214,1627666.67252925,1578836.67235337,1594625.03907691,1546786.2879046,1562254.15078365,1655989.39983067,1788468.55181712,1627506.38215358,1741431.82890433,1863332.05692763,1807432.0952198,1753209.13236321,1665548.67574505,1615582.2154727,1502491.46038961,1577616.03340909,1703825.31608182,1686787.062921,1636183.45103337,1734354.45809537,1717010.91351442,1682670.69524413,1834111.0578161,1834111.0578161,1742405.50492529,1637861.17462978,1555968.11589829,1571527.79705727,1618673.63096899,1764354.2577562,1676136.54486839
13,Revenue,4110 - SLR: Real Estate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Revenue,4110 - SLR: Real Estate,1822.84,1841.0684,1749.01498,1766.5051298,1872.495437588,2022.29507259504,2002.07212186909,1962.03067943171,1824.68853187149,1678.71344932177,1527.62923888281,1435.97148454984,1550.84920331383,1488.81523518128,1578.14414929215,1704.39568123552,1772.57150848495,1861.20008390919,1805.36408139192,1823.41772220584,1768.71519053966,1786.40234244506,1893.58648299176,2045.0734016311,1861.0167954843,1991.2879711682,2130.67812914998,2066.75778527548,2004.75505171721,1904.51729913135,1847.38178015741,1718.06505554639,1803.96830832371,1948.28577298961,1928.80291525971,1870.93882780192,1983.19515747004,1963.36320589534,1924.09594177743,2097.2645765374,2097.2645765374,1992.40134771053,1872.8572668479,1779.2144035055,1797.00654754056,1850.91674396678,2017.49925092379,1916.6242883776
15,Revenue,4200 - NRR: ECX Installs: Amortization,1070739.94043494,1081447.33983928,1027374.97284732,1037648.72257579,1099907.64593034,1187900.25760477,1176021.25502872,1152500.82992815,1071825.77183318,986079.710086522,897332.536178735,843492.584008011,910971.990728652,874533.111099506,927005.097765476,1001165.50558671,1041212.12581018,1093272.73210069,1060474.55013767,1071079.29563905,1038946.91676988,1049336.38593758,1112296.56909383,1201280.29462134,1093165.06810542,1169686.62287279,1251564.68647389,1214017.74587967,1177597.21350328,1118717.35282812,1085155.83224328,1009194.92398625,1059654.67018556,1144427.0438004,1132982.7733624,1098993.29016153,1164932.88757122,1153283.55869551,1130217.8875216,1231937.49739854,1231937.49739854,1170340.62252861,1100120.1851769,1045114.17591805,1055565.31767723,1087232.27720755,1185083.18215623,1125829.02304842
16,Revenue,4201 - NRR: ECX Installs,291.183890131358,294.095729032672,279.390942581038,282.184852006849,299.11594312726,323.04521857744,319.814766391666,313.418471063833,291.479178089364,268.160843842215,244.026367896416,229.384785822631,247.735568688441,237.826145940904,252.095714697358,272.263371873147,283.153906748073,297.311602085476,288.392254022912,291.276176563141,282.537891266247,285.363270178909,302.485066389644,326.683871700815,297.282323247742,318.092085875084,340.35853188634,330.14777592975,320.243342651857,304.231175519264,295.104240253686,274.446943435928,288.169290607725,311.222833856343,308.110605517779,298.867287352246,316.799324593381,313.631331347447,307.358704720498,335.020988145343,335.020988145343,318.269938738075,299.173742413791,284.215055293101,287.057205846032,295.668922021413,322.279125003341,306.165168753174
17,Revenue,4205 - NRR: Customer Provided Installs,3348.9266633192,3382.41592995239,3213.29513345477,3245.42808478932,3440.15376987668,3715.36607146681,3678.21241075214,3604.6481625371,3352.3227911595,3084.13696786674,2806.56464075873,2638.17076231321,2849.22442329827,2735.25544636634,2899.37077314832,3131.32043500018,3256.57325240019,3419.4019150202,3316.81985756959,3349.98805614529,3249.48841446093,3281.98329860554,3478.90229652187,3757.21448024362,3419.0651770217,3658.39973941322,3914.48772117214,3797.05308953698,3683.14149685087,3498.98442200832,3394.01488934807,3156.43384709371,3314.25553944839,3579.39598260427,3543.60202277822,3437.29396209488,3643.53159982057,3607.09628382236,3534.95435814592,3853.10025037905,3853.10025037905,3660.4452378601,3440.81852358849,3268.77759740907,3301.46537338316,3400.50933458465,3706.55517469727,3521.22741596241
18,Revenue,4210 - NRR: Cross Connects,13637.3649184953,13773.7385676802,13085.0516392962,13215.9021556892,14008.8562850305,15129.564787833,14978.2691399546,14678.7037571556,13651.1944941547,12559.0989346223,11428.7800305063,10743.0532286759,11602.49748697,11138.3975874912,11806.7014427407,12751.2375581599,13261.2870604863,13924.3514135106,13506.6208711053,13641.6870798163,13232.4364674219,13364.7608320961,14166.6464820218,15299.9782005836,13922.9801625311,14897.5887739082,15940.4199880818,15462.2073884394,14998.3411667862,14248.4241084469,13820.9713851935,12853.5033882299,13496.1785576414,14575.8728422527,14430.1141138302,13997.2106904153,14837.0433318402,14688.6728985218,14394.8994405514,15690.440390201,15690.440390201,14905.918370691,14011.5632684495,13310.985105027,13444.0949560773,13847.4178047596,15093.685407188,14339.0011368286
19,Revenue,4215 - NRR: Remote Hands,106142.340604174,107203.764010216,101843.575809705,102862.011567802,109033.73226187,117756.43084282,116578.866534392,114247.289203704,106249.978959445,97749.9806426891,88952.482384847,83615.3334417562,90304.5601170967,86692.3777124128,91893.9203751576,99245.4340051702,103215.251365377,108376.013933646,105124.733515637,106175.980850793,102990.701425269,104020.608439522,110261.844945893,119082.792541565,108365.341212824,115950.915097721,124067.479154562,120345.454779925,116735.091136527,110898.336579701,107571.38648231,100041.389428548,105043.458899976,113446.935611974,112312.466255854,108943.092268178,115479.677804269,114324.881026226,112038.383405702,122121.837912215,122121.837912215,116015.746016604,109054.801255608,103602.061192828,104638.081804756,107777.224258898,117477.174442199,111603.315720089
20,Revenue,4300 - Amort: Lease Incentives,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Revenue,4300 - Amort: Lease Incentives,-40940.2407296786,-41349.6431369754,-39282.1609801266,-39674.9825899279,-42055.4815453236,-45419.9200689494,-44965.72086826,-44066.4064508948,-40981.7579993321,-37703.2173593855,-34309.9277970409,-32251.3321292184,-34831.4386995559,-33438.1811515736,-35444.4720206681,-38280.0297823215,-39811.2309736144,-41801.7925222951,-40547.7387466262,-40953.2161340925,-39724.6196500697,-40121.8658465704,-42529.1777973646,-45931.5120211538,-41797.67593925,-44723.5132549975,-47854.1591828473,-46418.5344073619,-45025.978375141,-42774.679456384,-41491.4390726924,-38587.038337604,-40516.3902544842,-43757.7014748429,-43320.1244600945,-42020.5207262916,-44541.7519698691,-44096.3344501705,-43214.407761167,-47103.7044596721,-47103.7044596721,-44748.5192366885,-42063.6080824872,-39960.4276783628,-40360.0319551464,-41570.8329138008,-45312.2078760429,-43046.5974822408
22,Revenue,4300.01 - Amort: Lease Incentives - SLA Credits,-82045.928426602,-82866.387710868,-78723.0683253246,-79510.2990085779,-84280.9169490925,-91023.3903050199,-90113.1564019697,-88310.8932739303,-82129.1307447552,-75558.8002851748,-68758.508259509,-64632.9977639385,-69803.6375850536,-67011.4920816514,-71032.1816065505,-76714.7561350746,-79783.3463804776,-83772.5136995014,-81259.3382885164,-82071.9316714016,-79609.7737212595,-80405.8714584721,-85230.2237459804,-92048.6416456589,-83764.2638975496,-89627.762370378,-95901.7057363045,-93024.6545642154,-90233.9149272889,-85722.2191809245,-83150.5526054967,-77330.013923112,-81196.5146192675,-87692.2357888089,-86815.3134309209,-84210.8540279932,-89263.5052696728,-88370.8702169761,-86603.4528126366,-94397.7635657739,-94397.7635657739,-89677.8753874852,-84297.2028642361,-80082.3427210243,-80883.1661482345,-83309.6611326815,-90807.5306346229,-86267.1541028917
23,Other Income,4400 - Power Passthrough,2411319.51082931,2435432.70593761,2313661.07064073,2336797.68134713,2477005.54222796,2675165.9856062,2648414.32575014,2595446.03923513,2413764.81648867,2220663.63116958,2020803.90436432,1899555.67010246,2051520.12371065,1969459.31876223,2087626.87788796,2254637.028119,2344822.50924376,2462063.63470595,2388201.72566477,2412083.74292142,2339721.23063377,2363118.44294011,2504905.54951652,2705297.99347784,2461821.17406484,2634148.65624937,2818539.06218683,2733982.89032122,2651963.40361159,2519365.23343101,2443784.27642808,2272719.37707811,2386355.34593202,2577263.77360658,2551491.13587051,2474946.4017944,2623443.18590206,2597208.75404304,2545264.57896218,2774338.39106878,2774338.39106878,2635621.47151534,2477484.18322442,2353609.9740632,2377146.07380383,2448460.45601794,2668821.89705956,2535380.80220658
24,Other Income,4410 - PUE Factor,243773.425399544,246211.15965354,233900.601670863,236239.607687571,250413.984148826,270447.102880732,267742.631851924,262387.779214886,244020.634669844,224498.983896256,204294.075345593,192036.430824858,207399.345290846,199103.371479213,211049.573767965,227933.539669402,237050.881256179,248903.425318988,241436.322559418,243850.685785012,236535.165211462,238900.516863576,253234.547875391,273493.311705422,248878.913651934,266300.43760757,284941.468240099,276393.224192896,268101.42746711,254696.356093754,247055.465410941,229761.582832176,241249.661973784,260549.634931687,257944.13858237,250205.814424899,265218.163290393,262565.981657489,257314.662024339,280472.98160653,280472.98160653,266449.332526203,250462.372574631,237939.2539459,240318.646485359,247528.205879919,269805.744409112,256315.457188657
25,Other Income,4450 - Recoveries: CAM,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Other Income,4450 - Recoveries: CAM,37714.04,38091.1804,36186.62138,36548.4875938,38741.396849428,41840.7085973822,41422.3015114084,40593.8554811803,37752.2855974976,34732.1027496978,31606.213502225,29709.8406920915,32086.6279474588,30803.1628295605,32651.3525993341,35263.4608072808,36673.9992395721,38507.6992015507,37352.4682255042,37725.9929077592,36594.2131205264,36960.1552517317,39177.7645668356,42311.9857321824,38503.907016286,41199.180507426,44083.1231429459,42760.6294486575,41477.8105651978,39403.9200369379,38221.8024358297,35546.2762653217,37323.5900785877,40309.4772848748,39906.382512026,38709.1910366652,41031.7424988652,40621.4250738765,39808.996572399,43391.8062639149,43391.8062639149,41222.2159507191,38748.882993676,36811.4388439922,37179.5532324321,38294.9398294051,41741.4844140515,39654.410193349
27,Other Income,4455 - Recoveries: Insurance,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Other Income,4455 - Recoveries: Insurance,2796.45,2824.4145,2683.193775,2710.02571275,2872.627255515,3102.4374359562,3071.41306159664,3009.98480036471,2799.28586433918,2575.34299519204,2343.56212562476,2202.94839808727,2379.18426993425,2284.01689913688,2421.0579130851,2614.74254613191,2719.33224797718,2855.29886037604,2769.63989456476,2797.33629351041,2713.41620470509,2740.55036675215,2904.98338875727,3137.38205985786,2855.01767447065,3054.86891168359,3268.70973550145,3170.6484434364,3075.52899013331,2921.75254062665,2834.09996440785,2635.7129668993,2767.49861524426,2988.8985044638,2959.00951941916,2870.23923383659,3042.45358786679,3012.02905198812,2951.78847094836,3217.44943333371,3217.44943333371,3056.57696166702,2873.182343967,2729.52322676865,2756.81845903634,2839.52301280743,3095.0800839601,2940.32607976209
29,Other Income,4460 - Recoveries: Tax,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Other Income,4460 - Recoveries: Tax,15827.51,15985.7851,15186.495845,15338.36080345,16258.662451657,17559.3554477896,17383.7618933117,17036.0866554454,15843.5605895642,14576.0757423991,13264.2289255832,12468.3751900482,13465.8452052521,12927.211397042,13702.8440808645,14799.0716073336,15391.034471627,16160.5861952083,15675.7686093521,15832.5262954456,15357.5505065822,15511.1260116481,16441.793572347,17757.1370581347,16158.9947229026,17290.1243535058,18500.4330582512,17945.4200665036,17407.0574645085,16536.7045912831,16040.6034535446,14917.7612117965,15663.6492723863,16916.7412141772,16747.5738020354,16245.1465879744,17219.8553832528,17047.6568294203,16706.7036928319,18210.3070251868,18210.3070251868,17299.7916739274,16261.8041734918,15448.7139648172,15603.2011044654,16071.2971375993,17517.7138799833,16641.8281859841
31,Other Income,4465 - Recoveries: Capex Reserve,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Other Income,4465 - Recoveries: Capex Reserve,18763.65,18951.2865,18003.722175,18183.75939675,19274.784960555,20816.7677573994,20608.6000798254,20196.4280782289,18782.6781127529,17280.0638637326,15724.8581159967,14781.3666290369,15963.8759593599,15325.3209209855,16244.8401762446,17544.4273903442,18246.2044859579,19158.5147102558,18583.7592689481,18769.5968616376,18206.5089557885,18388.5740453464,19491.8884880672,21051.2395671125,19156.6280060724,20497.5919664975,21932.4234041523,21274.4507020277,20636.2171809669,19604.4063219186,19016.274132261,17685.1349430027,18569.3916901529,20054.9430253651,19854.3935951114,19258.7617872581,20414.2874944936,20210.1446195486,19805.9417271577,21588.4764826019,21588.4764826019,20509.0526584718,19278.5094989635,18314.5840240153,18497.7298642554,19052.6617601831,20767.4013185996,19729.0312526696
33,Revenue,4500 - Other Revenue,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Revenue,4500 - Other Revenue,91148.7627484504,92060.2503759349,87457.2378571382,88331.8102357095,93631.7188498521,101122.25635784,100111.033794262,98108.8131183766,91241.1962000903,83941.900504083,76387.1294587156,71803.9016911926,77548.213826488,74446.2852734285,78913.0623898342,85226.1073810209,88635.1516762618,93066.9092600749,90274.9019822726,91177.6510020954,88442.3214720325,89326.7446867528,94686.349367958,102261.257317395,93057.7441588291,99571.7862499472,106541.811287443,103345.55694882,100245.190240356,95232.9307283378,92375.9428064877,85909.6268100335,90205.1081505352,97421.516802578,96447.3016345522,93553.8825855156,99167.1155406466,98175.4443852401,96211.9354975353,104871.009692313,104871.009692313,99627.4592076978,93649.811655236,88967.3210724742,89856.9942831989,92552.7041116949,100882.447481747,95838.32510766
35,Revenue,4505 - Revenue Share,23233.79,23466.1279,22292.821505,22515.74972005,23866.694703253,25776.0302795132,25518.2699767181,25007.9045771837,23257.3512567809,21396.7631562384,19471.054472177,18302.7912038463,19767.014500154,18976.3339201479,20114.9139553568,21724.1070717853,22593.0713546567,23722.7249223895,23011.0431747179,23241.153606465,22543.9189982711,22769.3581882538,24135.519679549,26066.3612539129,23720.3887410608,25380.815952935,27157.4730696405,26342.7488775513,25552.4664112247,24274.8430906635,23546.5977979436,21898.3359520875,22993.2527496919,24832.7129696673,24584.3858399706,23846.8542647715,25277.6655206578,25024.8888654512,24524.3910881422,26731.586286075,26731.586286075,25395.0069717712,23871.3065534649,22677.7412257917,22904.5186380496,23591.6541971911,25714.9030749383,24429.1579211914
36,Revenue,4510 - SLA Credits,-5118,-5169.18,-4910.721,-4959.82821,-5257.4179026,-5678.011334808,-5621.23122145992,-5508.80659703072,-5123.19013523857,-4713.33492441949,-4289.13478122173,-4031.78669434843,-4354.3296298963,-4180.15644470045,-4430.96583138248,-4785.44309789308,-4976.8608218088,-5225.70386289924,-5068.93274701226,-5119.62207448238,-4966.03341224791,-5015.69374637039,-5316.63537115262,-5741.96620084483,-5225.18924276879,-5590.95248976261,-5982.31916404599,-5802.84958912461,-5628.76410145087,-5347.32589637833,-5186.90611948698,-4823.82269112289,-5065.01382567903,-5470.21493173336,-5415.51278241602,-5253.04739894354,-5568.23024288016,-5512.54794045135,-5402.29698164233,-5888.50370999014,-5888.50370999014,-5594.07852449063,-5258.43381302119,-4995.51212237013,-5045.46724359383,-5196.83126090165,-5664.5460743828,-5381.31877066366
37,Revenue,4515 - Non-lease Recovery Revenue,2940.83,2970.2383,2821.726385,2849.94364885,3020.940267781,3262.61548920348,3229.98933431144,3165.38954762522,2943.81227929145,2708.30729694813,2464.5596402228,2316.68606180943,2502.02094675419,2401.94010888402,2546.05651541706,2749.74103665043,2859.73067811645,3002.71721202227,2912.6356956616,2941.76205261822,2853.50919103967,2882.04428295007,3054.96693992707,3299.36429512124,3002.42150856032,3212.59101415955,3437.47238515071,3334.34821359619,3234.31776718831,3072.60187882889,2980.42382246403,2771.79415489154,2910.38386263612,3143.21457164701,3111.78242593054,3018.42895315262,3199.53469034178,3167.53934343836,3104.1885565696,3383.56552666086,3383.56552666086,3214.38725032782,3021.52401530815,2870.44781454274,2899.15229268817,2986.12686146881,3254.87827900101,3092.13436505096
38,Cost of Revenue,5000 - Power Expense,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
