,Display Caption,Financial Row,2023-01-01 00:00:00,2023-02-01 00:00:00,2023-03-01 00:00:00,2023-04-01 00:00:00,2023-05-01 00:00:00,2023-06-01 00:00:00,2023-07-01 00:00:00,2023-08-01 00:00:00,2023-09-01 00:00:00,2023-10-01 00:00:00,2023-11-01 00:00:00,2023-12-01 00:00:00,2022-01-01 00:00:00,2022-02-01 00:00:00,2022-03-01 00:00:00,2022-04-01 00:00:00,2022-05-01 00:00:00,2022-06-01 00:00:00,2022-07-01 00:00:00,2022-08-01 00:00:00,2022-09-01 00:00:00,2022-10-01 00:00:00,2022-11-01 00:00:00,2022-12-01 00:00:00,2021-01-01 00:00:00,2021-02-01 00:00:00,2021-03-01 00:00:00,2021-04-01 00:00:00,2021-05-01 00:00:00,2021-06-01 00:00:00,2021-07-01 00:00:00,2021-08-01 00:00:00,2021-09-01 00:00:00,2021-10-01 00:00:00,2021-11-01 00:00:00,2021-12-01 00:00:00,2020-01-01 00:00:00,2020-02-01 00:00:00,2020-03-01 00:00:00,2020-04-01 00:00:00,2020-05-01 00:00:00,2020-06-01 00:00:00,2020-07-01 00:00:00,2020-08-01 00:00:00,2020-09-01 00:00:00,2020-10-01 00:00:00,2020-11-01 00:00:00,2020-12-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Bank,1005.02 - x4542-ING Europe BV,738773.488455,812650.8373005,853283.3791655251,921546.0494987671,903115.1285087918,930208.5823640556,995323.1831295395,1005276.4149608349,975118.1225120098,1043376.3910878506,1085111.4467313646,1171920.3624698739,1218797.1769686688,1206609.205198982,1194543.1131469922,1110925.0952267027,1166471.349988038,1248124.3444872007,1310530.5617115607,1376057.0897971387,1279733.093511339,1228543.7697708856,1203972.894375468,1155813.9786004492,1132697.6990284403,1110043.7450478715,1098943.3075973927,1186858.7722051842,1115647.245872873,1115647.245872873,1115647.245872873,1160273.135707788,1067451.284851165,1142172.8747907465,1210703.2472781911,1271238.4096421008,1258526.0255456797,1334037.5870784204,1334037.5870784204,1360718.3388199888,1401539.8889845884,1513663.0801033555,1619619.4957105904,1684404.275539014,1836000.6603375252,1799280.6471307748,1835266.2600733903,1816913.5974726565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Bank,1005.05 - Europe BV: Guarantee Contra,-10398651.16662,-11438516.283281999,-12010442.097446099,-12971277.465241786,-12711851.91593695,-13093207.47341506,-14009731.996554114,-14149829.316519655,-13725334.437024066,-14686107.84761575,-15273552.16152038,-16495436.334442012,-17155253.78781969,-16983701.249941494,-16813864.23744208,-15636893.740821134,-16418738.427862192,-17568050.117812544,-18446452.62370317,-19368775.25488833,-18012960.987046145,-17292442.547564298,-16946593.696613014,-16268729.948748494,-15943355.349773524,-15624488.242778054,-15468243.360350274,-16705702.829178296,-15703360.659427598,-15703360.659427598,-15703360.659427598,-16331495.085804703,-15024975.478940327,-16076723.76246615,-17041327.18821412,-17893393.547624826,-17714459.61214858,-18777327.188877493,-18777327.188877493,-19152873.732655045,-19727459.944634695,-21305656.74020547,-22797052.712019853,-23708934.820500646,-25842738.954345703,-25325884.17525879,-25832401.858763967,-25574077.840176325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Bank,1006 - x5250-Santander Austria Operating,4701.868359,5172.0551949,5430.657954645,5865.110591016601,5747.808379196269,5920.242630572157,6334.659614712208,6398.00621085933,6206.06602453355,6640.490646250899,6906.110272100935,7458.599093869009,7756.94305762377,7679.373627047532,7602.579890777057,7070.3992984226625,7423.919263343796,7943.593611777862,8340.773292366755,8757.811956985093,8144.7651199961365,7818.974515196291,7662.595024892365,7356.09122389667,7208.969399418736,7064.790011430362,6994.142111316059,7553.673480221343,7100.453071408063,7100.453071408063,7100.453071408063,7384.471194264385,6793.713498723235,7269.2734436338615,7705.429850251893,8090.701342764488,8009.794329336843,8490.381989097054,8490.381989097054,8660.189628878994,8919.995317745364,9633.594943164993,10307.946589186544,10720.264452754005,11685.088253501866,11451.386488431828,11680.414218200465,11563.61007601846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Bank,1007 - x0505-ING Ireland LTD,2620138.792886,2882152.6721746,3026260.30578333,3268361.1302459966,3202993.9076410765,3299083.724870309,3530019.58561123,3565319.7814673427,3458360.1880233223,3700445.4011849547,3848463.217232353,4156340.2746109413,4322593.885595379,4279367.946739426,4236574.267272032,3940014.0685629896,4137014.7719911393,4426605.806030519,4647936.096332045,4880332.901148647,4538709.598068242,4357161.214145512,4270017.989862602,4099217.270268098,4017232.924862736,3936888.266365481,3897519.3837018264,4209320.934397972,3956761.6783340937,3956761.6783340937,3956761.6783340937,4115032.1454674574,3785829.5738300607,4050837.6439981647,4293887.902638054,4508582.297769957,4463496.474792258,4731306.263279794,4731306.263279794,4825932.388545389,4970710.360201751,5368367.189017891,5744152.892249144,5973919.00793911,6511571.7186536295,6381340.284280557,6508967.089966169,6443877.419066507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Bank,1008 - x2092-ING Holdings II BV,201.09134,221.200474,232.26049770000003,250.84133751600004,245.82451076568003,253.19924608865043,270.92319331485595,273.6324252480045,265.4234524905644,284.00309416490387,295.3632179315,318.99227536602,331.7519663806608,328.4344467168542,325.1501022496857,302.3895950922077,317.50907484681807,339.73471008609533,356.7214455904001,374.5575178699201,348.3384916190257,334.4049519542647,327.7168529151794,314.6081787985722,308.31601522260075,302.1496949181487,299.12819796896724,323.05845380648464,303.67494657809556,303.67494657809556,303.67494657809556,315.8219444412194,290.5561888859218,310.89512210793634,329.54882943441254,346.02627090613316,342.5660081970718,363.1199686888961,363.1199686888961,370.382368062674,381.49383910455424,412.0133462329186,440.8542804692229,458.4884516879918,499.7524123399111,489.75736409311287,499.55251137497515,494.5569862612254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Bank,1009 - x7738-ABN UK Ltd Operating,517610.75716007064,569371.8328760777,597840.4245198816,645667.6584814722,632754.3053118427,651736.934471198,697358.5198841819,704332.1050830238,683202.1419305331,731026.2918656705,760267.3435402972,821088.731023521,853932.2802644619,845392.9574618173,836939.0278871992,778353.2959350953,817270.96073185,874479.9279830796,918203.9243822335,964114.1206013452,896626.132159251,860761.0868728809,843545.8651354233,809804.0305300063,793607.9499194061,777735.790921018,769958.4330118079,831555.1076527524,781661.8011935872,781661.8011935872,781661.8011935872,812928.2732413308,747894.0113820243,800246.5921787659,848261.3877094919,890674.4570949664,881767.7125240167,934673.7752754578,934673.7752754578,953367.250780967,981968.268304396,1060525.7297687477,1134762.53085256,1180153.0320866622,1286366.804974462,1260639.4688749728,1285852.2582524722,1272993.7356699475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Bank,1010 - x5120-Webster Chicago Holdings LLC,11626990.64,12789689.704,13429174.189199999,14503508.124335999,14213437.961849278,14639841.100704756,15664629.977754088,15821276.27753163,15346637.98920568,16420902.648450078,17077738.754388083,18443957.85473913,19181716.168928694,18989899.00723941,18800000.017167013,17484000.01596532,18358200.016763587,19643274.017937038,20625437.71883389,21656709.604775585,20140739.932441294,19335110.33514364,18948408.128440768,18190471.803303137,17826662.367237076,17470129.119892336,17295427.828693412,18679062.054988883,17558318.33168955,17558318.33168955,17558318.33168955,18260651.064957134,16799798.979760565,17975784.908343803,19054332.00284443,20007048.602986652,19806978.116956785,20995396.803974193,20995396.803974193,21415304.740053676,22057763.882255286,23822384.992835708,25489951.94233421,26509550.020027578,28895409.52183006,28317501.331393458,28883851.358021326,28595012.844441112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Bank,1011 - x2546-Santander-Argentina SAU (USD),4694.18,5163.598,5421.7779,5855.520132,5738.40972936,5910.562021240799,6324.301362727655,6387.544376354932,6195.918045064284,6629.632308218785,6894.817600547536,7446.403008591339,7744.259128934993,7666.816537645643,7590.148372269186,7058.837986210343,7411.77988552086,7930.604477507321,8327.134701382687,8743.49143645182,8131.447035900193,7806.189154464186,7650.0653713749025,7344.0627565199065,7197.181501389508,7053.237871361718,6982.7054926481005,7541.321932059948,7088.842616136351,7088.842616136351,7088.842616136351,7372.396320781805,6782.60461511926,7257.3869381776085,7692.830154468265,8077.471662191679,7996.696945569762,8476.498762303947,8476.498762303947,8646.028737550027,8905.409599676528,9617.84236765065,10291.091333386195,10702.734986721644,11665.981135526592,11432.66151281606,11661.31474307238,11544.701595641656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Bank,1011.01 - x2539-Santander-Argentina SAU (ARG),109918.28,120910.10800000001,126955.6134,137112.062472,134369.82122256,138400.9158592368,148088.97996938336,149569.8697690772,145082.77367600487,155238.5678333252,161448.11054665822,174363.95939039087,181338.5177660065,179525.13258834643,177729.88126246296,165288.78957409057,173553.2290527951,185701.95508649075,194987.05284081527,204736.40548285603,190404.8570990561,182788.66281509385,179132.88955879197,171967.5739764403,168528.2224969115,165157.6580469733,163506.08146650356,176586.56798382383,165991.3739047944,165991.3739047944,165991.3739047944,172631.02886098617,158820.5465521073,169937.9848107548,180134.2638994001,189140.97709437012,187249.56732342642,198484.541362832,198484.541362832,202454.23219008866,208527.85915579132,225210.0878882546,240974.79404043243,250613.78580204974,273169.0265242342,267705.64599374955,273059.75891362457,270329.16132448835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Bank,1011.02 - x7413-Webster Argentina SAU (USD),827.48,910.2280000000001,955.7394,1032.198552,1011.5545809600001,1041.9012183888,1114.8343036760161,1125.9826467127764,1092.2031673113931,1168.6573890231907,1215.4036845841183,1312.6359793508477,1365.1414185248816,1351.4900043396328,1337.9751042962364,1244.3168469954999,1306.5326893452748,1397.989977599444,1467.8894764794163,1541.2839503033872,1433.3940737821501,1376.0583108308642,1348.537144614247,1294.595658829677,1268.7037456530834,1243.3296707400218,1230.8963740326217,1329.3680839552314,1249.6059989179175,1249.6059989179175,1249.6059989179175,1299.5902388746342,1195.6230197646635,1279.31663114819,1356.0756290170814,1423.8794104679355,1409.6406163632562,1494.2190533450516,1494.2190533450516,1524.1034344119528,1569.8265374443113,1695.4126604398562,1814.091546670646,1886.655208537472,2056.4541773058445,2015.3250937597277,2055.631595634922,2035.075279678573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Bank,1012 - x7106-RBC 565 Gordon Baker (CAD),16910.09879328,18601.108672608003,19531.164106238404,21093.657234737475,20671.784090042725,21291.93761274401,22782.37324563609,23010.19697809245,22319.891068749675,23882.28344356215,24837.574781304636,26824.58076380901,27897.563994361368,27618.588354417756,27342.402470873578,25428.434297912427,26699.85601280805,28568.845933704615,29997.288230389844,31497.152641909335,29292.351956975683,28120.657878696657,27558.244721122723,26455.914932277814,25926.796633632257,25408.26070095961,25154.178093950013,27166.512341466016,25536.521600978056,25536.521600978056,25536.521600978056,26557.98246501718,24433.343867815805,26143.677938562912,27712.298614876687,29097.913545620522,28806.93441016432,30535.350474774175,30535.350474774175,31146.05748426966,32080.439208797747,34646.874345501565,37072.15554968667,38555.041771674136,42024.995531124805,41184.49562050231,42008.18553291236,41588.10367758323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Bank,1012.01 - x1487-RBC 565 Gordon Baker (USD),5439.61676832,5983.578445152,6282.7573674096,6785.377956802368,6649.670397666321,6849.1605095963105,7328.601745268053,7401.887762720733,7179.831129839111,7682.419308927849,7989.7160812849625,8628.89336778776,8974.04910249927,8884.308611474276,8795.465525359534,8179.782938584366,8588.772085513585,9189.986131499536,9649.485438074513,10131.959709978239,9422.722530279761,9045.81362906857,8864.8973564872,8510.301462227711,8340.095432983157,8173.293524323493,8091.560589080258,8738.88543620668,8214.552310034278,8214.552310034278,8214.552310034278,8543.13440243565,7859.683650240798,8409.861505757654,8914.453196103113,9360.17585590827,9266.574097349187,9822.568543190138,9822.568543190138,10019.01991405394,10319.590511475559,11145.157752393603,11925.318795061155,12402.331546863601,13518.541386081324,13248.170558359698,13513.13396952689,13378.002629831622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Bank,1012.02 - x6214-RBC Canada Holdings Inc (USD),445053.03,489558.33300000004,514036.24965000007,555159.149622,544055.9666295601,560377.645628447,599604.0808224382,605600.1216306626,587432.1179817427,628552.3662404647,653694.4608900833,705990.01776129,734229.6184717416,726887.3222870241,719618.4490641538,669245.157629663,702707.4155111462,751896.9345969264,789491.7813267728,828966.3703931114,770938.7244655936,740101.1754869699,725299.1519772304,696287.1858981412,682361.4421801784,668714.2133365748,662027.0712032091,714989.2368994658,672089.8826854979,672089.8826854979,672089.8826854979,698973.4779929178,643055.5997534844,688069.4917362282,729353.6612404019,765821.344302422,758163.1308593978,803652.9187109617,803652.9187109617,819725.9770851809,844317.7563977364,911863.1769095553,975693.5992932242,1014721.3432649531,1106046.2641587988,1083925.338875623,1105603.8456531353,1094547.807196604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Bank,1012.03 - x7098-RBC Canada Holdings Inc (CAD),4216.19,4637.808999999999,4869.699449999999,5259.275405999999,5154.089897879999,5308.712594816398,5680.322476453546,5737.125701218081,5565.011930181538,5954.562765294246,6192.745275906015,6688.164897978497,6955.691493897637,6886.13457895866,6817.273233169074,6340.064106847239,6657.067312189601,7123.0620240428725,7479.215125245016,7853.175881507266,7303.453569801757,7011.315427009687,6871.089118469493,6596.245553730713,6464.320642656099,6335.034229802977,6271.683887504947,6773.418598505343,6367.013482595023,6367.013482595023,6367.013482595023,6621.694021898824,6091.958500146918,6518.395595157202,6909.4993308666335,7254.974297409965,7182.4245544358655,7613.370027702017,7613.370027702017,7765.637428256057,7998.606551103739,8638.495075192037,9243.18973045548,9612.9173196737,10478.079878444332,10268.518280875445,10473.888646492955,10369.149760028025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
